
	Material	Material Description	SLoc	SL	Plnt	BUn	   Unrestricted	Transit/Transf.	        Blocked	 In Qual. Insp.	 Restricted-Use	        Returns	 Stk in Transit
	2206746	Hammer drill bit TE-CX 18/32	0001		8750	PC	            12	             0	             0	             0	             0	             0	             0
	2206747	Hammer drill bit TE-CX 18/48	0001		8750	PC	             1	             0	             0	             0	             0	             0	             0
	2206751	Hammer drill bit TE-CX 20/22	0001		8750	PC	            18	             0	             0	             0	             0	             0	             0
	2206753	Hammer drill bit TE-CX 27/32"-10"	0001		8750	PC	             3	             0	             0	             0	             0	             0	             0
	2206755	Hammer drill bit TE-CX 7/8"-10"	0001		3000	PC	             7	             0	             0	             0	             0	             0	             0
	2206755	Hammer drill bit TE-CX 7/8"-10"	0001		3002	PC	             1	             0	             0	             0	             0	             0	             0
	2206755	Hammer drill bit TE-CX 7/8"-10"	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2206755	Hammer drill bit TE-CX 7/8"-10"	0001		3014	PC	             2	             0	             0	             0	             0	             0	             0
	2206755	Hammer drill bit TE-CX 7/8"-10"	0001		3018	PC	             2	             0	             0	             0	             0	             0	             0
	2206755	Hammer drill bit TE-CX 7/8"-10"	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2206755	Hammer drill bit TE-CX 7/8"-10"	0001		8662	PC	             5	             0	             0	             0	             0	             0	             0
	2207021	Powder-actuated tool DX 5 F8	0001		8750	PC	            12	             0	             0	             0	             0	             0	             0
	2207028	Bushing tool TE-YX BT 4x4	0001		3000	PC	            73	             0	             0	             0	             0	             0	             0
	2207028	Bushing tool TE-YX BT 4x4	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	2207028	Bushing tool TE-YX BT 4x4	0001		3014	PC	             5	             0	             0	             0	             0	             0	             0
	2207028	Bushing tool TE-YX BT 4x4	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2207028	Bushing tool TE-YX BT 4x4	0001		3018	PC	             5	             0	             0	             0	             0	             0	             0
	2207028	Bushing tool TE-YX BT 4x4	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2207028	Bushing tool TE-YX BT 4x4	0001		8750	PC	           116	             0	             0	             0	             0	             0	             0
	2207029	Scaling chisel TE-YX SC 28/5	0001		3014	PC	             1	             0	             0	             0	             0	             0	             0
	2207029	Scaling chisel TE-YX SC 28/5	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2207029	Scaling chisel TE-YX SC 28/5	0001		3022	PC	             2	             0	             0	             0	             0	             0	             0
	2207192	Scaling chisel TE-YX SC 36/12	0001		8750	PC	            42	             0	             0	             0	             0	             0	             0
	2207193	Scaling chisel TE-YX SC 50/12	0001		3000	PC	            10	             0	             0	             0	             0	             0	             0
	2207193	Scaling chisel TE-YX SC 50/12	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	2207193	Scaling chisel TE-YX SC 50/12	0001		3018	PC	             1	             0	             0	             0	             0	             0	             0
	2207193	Scaling chisel TE-YX SC 50/12	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	2207193	Scaling chisel TE-YX SC 50/12	0001		8662	PC	             5	             0	             0	             0	             0	             0	             0
	2207450	Dia. polishing disc 130 SPX (6) G.	0001		3000	PC	            12	             0	             0	             0	             0	             0	             0
	2207450	Dia. polishing disc 130 SPX (6) G.	0001		3016	PC	             6	             0	             0	             0	             0	             0	             0
	2207450	Dia. polishing disc 130 SPX (6) G.	0001		3018	PC	            12	             0	             0	             0	             0	             0	             0
	2207450	Dia. polishing disc 130 SPX (6) G.	0001		3022	PC	             6	             0	             0	             0	             0	             0	             0
	2207450	Dia. polishing disc 130 SPX (6) G.	0001		8750	PC	             6	             0	             0	             0	             0	             0	             0
	2207451	Dia. polishing disc 130 SPX (30) G	0001		8750	PC	         1.440	             0	             0	             0	             0	             0	             0
